gene_name	gene_claim_name	entrez_id	interaction_claim_source	interaction_types	drug_claim_name	drug_claim_primary_name	drug_name	drug_chembl_id	PMIDs
GABRA1	404	2554	GuideToPharmacologyInteractions	channel blocker	4320	TBPS	T-BUTYLBICYCLOPHOSPHOROTHIONATE	CHEMBL485673	
CDK1	1722	983	GuideToPharmacologyInteractions	agonist	6974	ROMIPLOSTIM	ROMIPLOSTIM	CHEMBL1201832	
CASP7	1623	840	GuideToPharmacologyInteractions	inhibitor	8654	M826			
RXFP2	352	122042	GuideToPharmacologyInteractions	antagonist	3885	INSL3 B-CHAIN ANALOGUE			
DRD4	DRD4	1815	ChemblInteractions	inverse agonist	CHEMBL2096643	HALOPERIDOL LACTATE	HALOPERIDOL LACTATE	CHEMBL2096643	
NTSR1	NTRR	4923	ChemblInteractions	antagonist	CHEMBL506981	REMINERTANT	REMINERTANT	CHEMBL506981	
PSMA6	PROS27	5687	ChemblInteractions	inhibitor	CHEMBL451887	CARFILZOMIB	CARFILZOMIB	CHEMBL451887	
CD19	2764	930	GuideToPharmacologyInteractions	antibody	7992	INEBILIZUMAB	MEDI-551	CHEMBL2109334	
TNF	TNFA	7124	ChemblInteractions	inhibitor	CHEMBL2107911	ONERCEPT	ONERCEPT	CHEMBL2107911	
CACNG6	CACNG6	59285	ChemblInteractions	modulator	CHEMBL940	GABAPENTIN	GABAPENTIN	CHEMBL940	
PIP5K1A	2164	8394	GuideToPharmacologyInteractions	inhibitor	8444	ISA-2011B			
VIPR1	TTDC00204	7433	TTD	antagonist	DCL001033	VASOACTIVE INTESTINAL PEPTIDE			
VEGFB	VRF	7423	ChemblInteractions	inhibitor	CHEMBL2108313	CONBERCEPT	CONBERCEPT	CHEMBL2108313	
CACNA2D1	TTDS00415	781	TTD	blocker	DAP000529	NIFEDIPINE	NIFEDIPINE	CHEMBL193	
PGR	NR3C3	5241	ChemblInteractions	agonist	CHEMBL1509	DROSPIRENONE	DROSPIRENONE	CHEMBL1509	
IKBKB	IKKB	3551	ChemblInteractions	inhibitor	CHEMBL3545265	MLN-0415	MLN-0415	CHEMBL3545265	
PTH2R	332	5746	GuideToPharmacologyInteractions	agonist	1822	PTHRP-(1-34) (HUMAN)			
NDUFS1	NDUFS1	4719	ChemblInteractions	inhibitor	CHEMBL1703	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE	CHEMBL1703	
CFB	2339	629	GuideToPharmacologyInteractions	inhibitor	8653	COMPOUND 51 [PMID: 19743866]			
ADRB3	ADRB3R	155	ChemblInteractions	antagonist	CHEMBL1201167	CARVEDILOL PHOSPHATE	CARVEDILOL PHOSPHATE	CHEMBL1201167	
MCHR1	280	2847	GuideToPharmacologyInteractions	agonist	1301	MCH (SALMON)			
HBB	HBB	3043	ChemblInteractions	negative modulator	CHEMBL18901	EFAPROXIRAL	EFAPROXIRAL	CHEMBL18901	
GRIK1	450	2897	GuideToPharmacologyInteractions	antagonist	4247	LY382884	CHEMBL274226	CHEMBL274226	
MAPKAPK3	2095	7867	GuideToPharmacologyInteractions	inhibitor	8177	COMPOUND 16 [PMID: 17480064]	CHEMBL226403	CHEMBL226403	
WEE1	WEE1	7465	MyCancerGenomeClinicalTrial	inhibitor	MK 1775	MK 1775	AZD-1775	CHEMBL1976040	
TLR4	1754	7099	GuideToPharmacologyInteractions	agonist	9137	NEOCEPTIN-3			
CA4	CA4	762	ChemblInteractions	inhibitor	CHEMBL19	METHAZOLAMIDE	METHAZOLAMIDE	CHEMBL19	
KCNK3	TASK	3777	ChemblInteractions	blocker	CHEMBL1200876	DOXAPRAM HYDROCHLORIDE	DOXAPRAM HYDROCHLORIDE	CHEMBL1200876	
PRKAB2	1544	5565	GuideToPharmacologyInteractions	allosteric modulator	8821	MT47-100			
FDFT1	FDFT1	2222	ChemblInteractions	inhibitor	CHEMBL435224	LAPAQUISTAT ACETATE	LAPAQUISTAT ACETATE	CHEMBL435224	
KCNA2	KCNA2	3737	ChemblInteractions	blocker	CHEMBL284348	DALFAMPRIDINE	DALFAMPRIDINE	CHEMBL284348	
CNGA1	394	1259	GuideToPharmacologyInteractions	activator	2347	CYCLIC GMP	CHEMBL395336	CHEMBL395336	
ALPL	TTDS00256	249	TTD	inhibitor	DAP000570	LEVAMISOLE	LEVAMISOLE	CHEMBL1454	
RPE65	RPE65	6121	ChemblInteractions	inhibitor	CHEMBL2107821	EMIXUSTAT	EMIXUSTAT	CHEMBL2107821	
KCNQ2	KCNQ2	3785	ChemblInteractions	activator	CHEMBL266510	FLINDOKALNER	FLINDOKALNER	CHEMBL266510	
CTSH	2349	1512	GuideToPharmacologyInteractions	inhibitor	9550	COMPOUND 1E [PMID: 27285276]			
GABBR2	242	9568	GuideToPharmacologyInteractions	antagonist	1070	CGP 54626A	CHEMBL1213187	CHEMBL1213187	
P2RY1	323	5028	GuideToPharmacologyInteractions	"agonist,antagonist"	1711	2MESATP	CHEMBL336208	CHEMBL336208	
IMPDH2	2625	3615	GuideToPharmacologyInteractions	inhibitor	6832	MYCOPHENOLIC ACID	MYCOPHENOLIC ACID	CHEMBL866	
ERG	ERG	2078	ChemblInteractions	blocker	CHEMBL473	DOFETILIDE	DOFETILIDE	CHEMBL473	
GABRB1	GABRB1	2560	ChemblInteractions	agonist	CHEMBL312443	GABOXADOL	GABOXADOL	CHEMBL312443	
PAK4	2136	10298	GuideToPharmacologyInteractions	inhibitor	8937	PF-3758309			
F2RL3	350	9002	GuideToPharmacologyInteractions	antagonist	9458	YD-3	TRIFLUSAL	CHEMBL1332032	
SYK	TTDC00156	6850	TTD	inhibitor	DCL000208	R343			
BDKRB1	41	623	GuideToPharmacologyInteractions	agonist	636	D-LYS0-[DES-ARG10]KALLIDIN	CHEMBL416340	CHEMBL416340	
ILK	2041	3611	GuideToPharmacologyInteractions	inhibitor	8116	COMPOUND 22 [PMID: 21823616]			
RAF1	RAF-1	5894	TALC	antisense oligonucleotide	ISIS 5132	ISIS 5132			
CAPN2	2337	824	GuideToPharmacologyInteractions	inhibitor	8569	COMPOUND 19 [PMID: 8831774]			
PRTN3	2401	5657	GuideToPharmacologyInteractions	inhibitor	8626	COMPOUND 4G [PMID: 22595175]			
MLST8	MLST8	64223	MyCancerGenome	inhibitor	AZD8055	AZD8055	AZD-8055	CHEMBL1801204	
CACNA1G	KIAA1123	8913	ChemblInteractions	blocker	CHEMBL1200382	BEPRIDIL HYDROCHLORIDE	BEPRIDIL HYDROCHLORIDE	CHEMBL1200382	
RRM1	RR1	6240	ChemblInteractions	inhibitor	CHEMBL1200983	GALLIUM NITRATE	GALLIUM NITRATE	CHEMBL1200983	
ACVR2B	1792	93	GuideToPharmacologyInteractions	antibody	8086	BIMAGRUMAB	BIMAGRUMAB	CHEMBL3137353	
PTGER1	340	5731	GuideToPharmacologyInteractions	agonist	1912	17-PHENYL-ω-TRINOR-PGE2			
CACNA1C	CACH2	775	ChemblInteractions	modulator	CHEMBL2103836	IMAGABALIN	IMAGABALIN	CHEMBL2103836	
PROKR1	335	10887	GuideToPharmacologyInteractions	antagonist	6431	TRIAZINE COMPOUND PC7	CHEMBL550577	CHEMBL550577	
DRD2	DRD2	1813	ChemblInteractions	partial agonist	CHEMBL2105760	BREXPIPRAZOLE	BREXPIPRAZOLE	CHEMBL2105760	
HGF	HGF	3082	TALC	antibody	RILOTUMUMAB	RILOTUMUMAB	RILOTUMUMAB	CHEMBL1743063	
EIF2AK2	2016	5610	GuideToPharmacologyInteractions	inhibitor	5949	CDK2 INHIBITOR IV	CHEMBL1802728	CHEMBL1802728	
P2RY1	323	5028	GuideToPharmacologyInteractions	antagonist	1726	[32P]MRS2500			
CDK19	1972	23097	GuideToPharmacologyInteractions	inhibitor	5657	LINIFANIB	LINIFANIB	CHEMBL223360	
SCN10A	TTDS00157	6336	TTD	inhibitor	DAP001431	TETRACAINE	TETRACAINE	CHEMBL698	
CACNA1G	535	8913	GuideToPharmacologyInteractions	channel blocker	2522	MIBEFRADIL	MIBEFRADIL	CHEMBL45816	
CATSPER2	389	117155	GuideToPharmacologyInteractions	activator	5412	PGF1α			
TUBB3	TUBB4	10381	ChemblInteractions	inhibitor	CHEMBL1742994	BRENTUXIMAB VEDOTIN	BRENTUXIMAB VEDOTIN	CHEMBL1742994	
NR1D1	596	9572	GuideToPharmacologyInteractions	agonist	8900	SR9011	SR9011	CHEMBL1961797	
CDK18	PCTAIRE3	5129	ChemblInteractions	inhibitor	CHEMBL488436	AZD-5438	AZD-5438	CHEMBL488436	
AGTR1	34	185	GuideToPharmacologyInteractions	agonist	3936	"L-162,313"	CHEMBL288174	CHEMBL288174	
CACNA1D	CACH3	776	ChemblInteractions	modulator	CHEMBL940	GABAPENTIN	GABAPENTIN	CHEMBL940	
TLR9	TTDC00107	54106	TTD	antagonist	DCL000020	CPG 52364	MOTESANIB	CHEMBL572881	
CYP51A1	1374	1595	GuideToPharmacologyInteractions	inhibitor	8799	AZALANSTAT	AZALANSTAT	CHEMBL70611	
GPR55	109	9290	GuideToPharmacologyInteractions	agonist	5525	O-1602			
EPHB1	ELK	2047	ChemblInteractions	inhibitor	CHEMBL24828	VANDETANIB	VANDETANIB	CHEMBL24828	
KCNJ11	442	3767	GuideToPharmacologyInteractions	inhibitor	2414	GLIBENCLAMIDE	GLYBURIDE	CHEMBL472	
MAP2K1	2062	5604	GuideToPharmacologyInteractions	allosteric modulator	5676	CI-1040	CI-1040	CHEMBL105442	
TRPM3	495	80036	GuideToPharmacologyInteractions	activator	2514	NIFEDIPINE	NIFEDIPINE	CHEMBL193	
BCL2L2	BCL-W	599	TALC	inhibitor	NAVITOCLAX	NAVITOCLAX	NAVITOCLAX	CHEMBL443684	
NDUFA9	NDUFS2L	4704	ChemblInteractions	inhibitor	CHEMBL3545135	NV-128	NV-128	CHEMBL3545135	
MMP17	1641	4326	GuideToPharmacologyInteractions	inhibitor	7409	ILOMASTAT	ILOMASTAT	CHEMBL19611	
ITGA2	2579	3673	GuideToPharmacologyInteractions	inhibitor	6586	TIROFIBAN	TIROFIBAN	CHEMBL916	
IL4	IL4	3565	ChemblInteractions	inhibitor	CHEMBL2108119	PASCOLIZUMAB	PASCOLIZUMAB	CHEMBL2108119	
GUCY2C	1750	2984	GuideToPharmacologyInteractions	agonist	4850	[125I]STA	PIRIBEDIL (CHEMBL1371770)	CHEMBL1371770	
RXRB	NR2B2	6257	ChemblInteractions	agonist	CHEMBL1131	ACITRETIN	ACITRETIN	CHEMBL1131	
FASN	TTDS00295	2194	TTD	inhibitor	DPR000048	FSA2			
KMT5C	2718	84787	GuideToPharmacologyInteractions	inhibitor	8949	A-196			
AR	TTDS00367	367	TTD	binder	DAP000840	DROMOSTANOLONE	DROMOSTANOLONE	CHEMBL1582	
GUCY1B3	GUC1B3	2983	ChemblInteractions	activator	CHEMBL136478	SODIUM NITROPRUSSIDE	SODIUM NITROPRUSSIDE	CHEMBL136478	
KCNS2	KIAA1144	3788	ChemblInteractions	blocker	CHEMBL1200728	GUANIDINE HYDROCHLORIDE	GUANIDINE HYDROCHLORIDE	CHEMBL1200728	
IL12B	TTDC00033	3593	TTD	antibody	DCL000676	ABT-874	BRIAKINUMAB	CHEMBL1742995	
SLC44A1	1204	23446	GuideToPharmacologyInteractions	inhibitor	4494	HEMICHOLINIUM-3	HEMICHOLINIUM-3	CHEMBL268697	
TRPC4	489	7223	GuideToPharmacologyInteractions	agonist	8372	(-)-ENGLERIN A	ENGLERIN A	CHEMBL2024567	
CCR1	58	1230	GuideToPharmacologyInteractions	antagonist	3536	UCB35625	CHEMBL486030	CHEMBL486030	
GRIK2	451	2898	GuideToPharmacologyInteractions	allosteric modulator	4162	CONCANAVALIN A	METHYPRYLON	CHEMBL1200790	
NDUFAF4	C6orf66	29078	ChemblInteractions	inhibitor	CHEMBL1703	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE	CHEMBL1703	
NUCB1	2871	4924	GuideToPharmacologyInteractions	antagonist	8515	MJN228			
UGCG	UGCG	7357	ChemblInteractions	inhibitor	CHEMBL2103853	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	CHEMBL2103853	
CCR4	CCR4	1233	MyCancerGenome	antibody	MOGAMULIZUMAB	MOGAMULIZUMAB	MOGAMULIZUMAB	CHEMBL1743041	
ESR2	ESTRB	2100	ChemblInteractions	modulator	CHEMBL1116	RALOXIFENE HYDROCHLORIDE	RALOXIFENE HYDROCHLORIDE	CHEMBL1116	
MT-ND5	MTND5	4540	ChemblInteractions	inhibitor	CHEMBL3545320	ME-344	ME-344	CHEMBL3545320	
GRIN2A	456	2903	GuideToPharmacologyInteractions	channel blocker	4260	N1-DANSYL-SPERMINE	CHEMBL1184349	CHEMBL1184349	
TACR3	362	6870	GuideToPharmacologyInteractions	antagonist	2103	FK 224			
TAAR1	364	134864	GuideToPharmacologyInteractions	agonist	2149	OCTOPAMINE	OCTOPAMINE	CHEMBL53929	
PLD2	1434	5338	GuideToPharmacologyInteractions	activator	5305	ADP-RIBOSYLATION FACTOR 1			
MAP2K6	MAP2K6	5608	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB	TRAMETINIB	CHEMBL2103875	
TLR9	TTDC00107	54106	TTD	agonist	DCL000249	TLR9 AGONIST			
CHRNB1	ACHRB	1140	ChemblInteractions	antagonist	CHEMBL1200993	GALLAMINE TRIETHIODIDE	GALLAMINE TRIETHIODIDE	CHEMBL1200993	
GRM8	296	2918	GuideToPharmacologyInteractions	agonist	1412	[3H]AP4	CHEMBL33567	CHEMBL33567	
GABRA5	408	2558	GuideToPharmacologyInteractions	agonist	4346	ZK93423	CHEMBL1518572	CHEMBL1518572	
PAH	PAH	5053	ChemblInteractions	activator	CHEMBL1201775	SAPROPTERIN DIHYDROCHLORIDE	SAPROPTERIN DIHYDROCHLORIDE	CHEMBL1201775	
CACNA1B	CACH5	774	ChemblInteractions	blocker	CHEMBL1286	LEVETIRACETAM	LEVETIRACETAM	CHEMBL1286	
NR3C2	626	4306	GuideToPharmacologyInteractions	antagonist	9061	PF-03882845	PF-03882845	CHEMBL3545175	
CAMKK2	1957	10645	GuideToPharmacologyInteractions	inhibitor	5274	STO609			
GJB2	716	2706	GuideToPharmacologyInteractions	inhibitor	2447	FLUFENAMIC ACID	FLUFENAMIC ACID	CHEMBL23588	
PDE10A	PDE10A	10846	ChemblInteractions	inhibitor	CHEMBL932	DIPYRIDAMOLE	DIPYRIDAMOLE	CHEMBL932	
FCER2	CD23A	2208	ChemblInteractions	antagonist	CHEMBL2109151	LUMILIXIMAB	LUMILIXIMAB	CHEMBL2109151	
HRH2	263	3274	GuideToPharmacologyInteractions	antagonist	8981	CONESSINE	CONESSINE	CHEMBL191703	
CYP3A4	1337	1576	GuideToPharmacologyInteractions	inhibitor	2406	VERAPAMIL	VERAPAMIL	CHEMBL6966	
SNAP25	TTDS00496	6616	TTD	inhibitor	DAP001298	BOTULINUM TOXIN TYPE A	BOTULINUM TOXIN TYPE A PURIFIED NEUROTOXIN COMPLEX	CHEMBL1201574	
NDUFS4	NDUFS4	4724	ChemblInteractions	inhibitor	CHEMBL3545320	ME-344	ME-344	CHEMBL3545320	
PNLIP	PNLIP	5406	ChemblInteractions	inhibitor	CHEMBL175247	ORLISTAT	ORLISTAT	CHEMBL175247	
TNFSF11	RANKL	8600	TALC	antibody	DENOSUMAB	DENOSUMAB	DENOSUMAB	CHEMBL1237023	
CCR9	66	10803	GuideToPharmacologyInteractions	antagonist	9252	COMPOUND 24 [PMID: 26987013 ]	HYDRALAZINE	CHEMBL276832	
APH1B	PSFL	83464	ChemblInteractions	inhibitor	CHEMBL463981	BEGACESTAT	BEGACESTAT	CHEMBL463981	
PDGFRA	1803	5156	GuideToPharmacologyInteractions	inhibitor	8095	AC710			
DIO1	ITDI1	1733	ChemblInteractions	inhibitor	CHEMBL1518	PROPYLTHIOURACIL	PROPYLTHIOURACIL	CHEMBL1518	
ITGB7	ITGB7	3695	ChemblInteractions	antagonist	CHEMBL2104967	FIRATEGRAST	FIRATEGRAST	CHEMBL2104967	
NDUFAB1	NDUFAB1	4706	ChemblInteractions	inhibitor	CHEMBL3545320	ME-344	ME-344	CHEMBL3545320	
GPR39	105	2863	GuideToPharmacologyInteractions	agonist	566	ZN2+	ZINC ION	CHEMBL1236970	
QPCT	2411	25797	GuideToPharmacologyInteractions	inhibitor	8356	PBD150	PRAMIPEXOLE	CHEMBL301265	
NTRK3	1819	4916	GuideToPharmacologyInteractions	inhibitor	8710	PEXIDARTINIB	PLX-3397	CHEMBL3545158	
IL6R	2310	3570	GuideToPharmacologyInteractions	antibody	6881	TOCILIZUMAB	TOCILIZUMAB	CHEMBL1237022	
KCNF1	KCNF1	3754	ChemblInteractions	blocker	CHEMBL2107762	NERISPIRDINE	NERISPIRDINE	CHEMBL2107762	
MGA	MGA	23269	ChemblInteractions	inhibitor	CHEMBL1561	MIGLITOL	MIGLITOL	CHEMBL1561	
C1R	715	715	GuideToPharmacologyInteractions	inhibitor	707	CA2+	cA2	CHEMBL2109588	
NDUFB1	NDUFB1	4707	ChemblInteractions	inhibitor	CHEMBL3545320	ME-344	ME-344	CHEMBL3545320	
PLAT	2392	5327	GuideToPharmacologyInteractions	inhibitor	8760	DUP-714	CHEMBL290376	CHEMBL290376	
MAPKAPK2	2094	9261	GuideToPharmacologyInteractions	inhibitor	8177	COMPOUND 16 [PMID: 17480064]	CHEMBL226403	CHEMBL226403	
HVCN1	746	84329	GuideToPharmacologyInteractions	channel blocker	2440	CD2+	PYRIMETHAMINE	CHEMBL36	
KLK14	2866	43847	GuideToPharmacologyInteractions	inhibitor	8483	COMPOUND 4D [PMID: 25489658]			
NDUFA5	NDUFA5	4698	ChemblInteractions	inhibitor	CHEMBL3545320	ME-344	ME-344	CHEMBL3545320	
CD33	2601	945	GuideToPharmacologyInteractions	antibody	6775	GEMTUZUMAB OZOGAMICIN	GEMTUZUMAB OZOGAMICIN	CHEMBL1201506	
TRPV2	508	51393	GuideToPharmacologyInteractions	activator	4150	CANNABIDIOL	CANNABIDIOL	CHEMBL190461	
FGFR1	TTDC00024	2260	TTD	binder	DCL000113	FGF-1			
ALOX5AP	TTDC00062	241	TTD	inhibitor	DCL000413	GSK2190915			
PARP2	ADPRT2	10038	ChemblInteractions	inhibitor	CHEMBL521686	OLAPARIB	OLAPARIB	CHEMBL521686	
CD4	CD4	920	ChemblInteractions	negative modulator	CHEMBL2108475	PRILIXIMAB	PRILIXIMAB	CHEMBL2108475	
GART	PGFT	2618	ChemblInteractions	inhibitor	CHEMBL1200373	PEMETREXED DISODIUM	PEMETREXED DISODIUM	CHEMBL1200373	
GSK3A	2029	2931	GuideToPharmacologyInteractions	inhibitor	8016	CHIR-98014			
CD40LG	CD40L	959	ChemblInteractions	inhibitor	CHEMBL2108767	RUPLIZUMAB	RUPLIZUMAB	CHEMBL2108767	
PIK3CB	2154	5291	GuideToPharmacologyInteractions	allosteric modulator	8968	PIK-108			
ADAM9	1657	8754	GuideToPharmacologyInteractions	inhibitor	7409	ILOMASTAT	ILOMASTAT	CHEMBL19611	
SLCO1B3	1221	28234	GuideToPharmacologyInteractions	inhibitor	4570	RIFAMYCIN SV			
PSMA5	PSMA5	5686	MyCancerGenome	inhibitor	CARFILZOMIB	CARFILZOMIB	CARFILZOMIB	CHEMBL451887	
GALK2	2585	2585	GuideToPharmacologyInteractions	agonist	5062	TGFβ3	FINASTERIDE	CHEMBL710	
GJE1	714	100126572	GuideToPharmacologyInteractions	inhibitor	707	CA2+	cA2	CHEMBL2109588	
TP53	TTDC00118	7157	TTD	activator	DCL000015	CURAXIN CBLC102			
MAPK12	TTDC00044	6300	TTD	inhibitor	DPR000108	SMP-534	THIOLACTOMYCIN	CHEMBL399043	
CSF3R	GCSFR	1441	ChemblInteractions	agonist	CHEMBL1201568	PEGFILGRASTIM	PEGFILGRASTIM	CHEMBL1201568	
MC5R	286	4161	GuideToPharmacologyInteractions	agonist	1325	SHU9119	CHEMBL2096742	CHEMBL2096742	
NEK3	2118	4752	GuideToPharmacologyInteractions	inhibitor	8122	COMPOUND 25 [PMID: 17935989]			
ADAM8	1656	101	GuideToPharmacologyInteractions	inhibitor	8679	INCB3619			
PLD1	1433	5337	GuideToPharmacologyInteractions	inhibitor	8782	COMPOUND 69 [PMID: 19136975]			
KCNN1	381	3780	GuideToPharmacologyInteractions	activator	2326	RILUZOLE	RILUZOLE	CHEMBL744	
GRIN2C	NMDAR2C	2905	ChemblInteractions	partial agonist	CHEMBL3545230	NRX-1074	NRX-1074	CHEMBL3545230	
SCN3A	580	6328	GuideToPharmacologyInteractions	channel blocker	2625	SAXITOXIN	SAXITOXIN	CHEMBL501134	
P2RY12	TTDS00113	64805	TTD	inhibitor	DAP001548	PRASUGREL	PRASUGREL	CHEMBL1201772	
NDUFA7	NDUFA7	4701	ChemblInteractions	inhibitor	CHEMBL3545320	ME-344	ME-344	CHEMBL3545320	
CTSF	2347	8722	GuideToPharmacologyInteractions	inhibitor	6535	COMPOUND (R)-26 [PMID: 22686657]	CHEMBL2153161	CHEMBL2153161	
PARP1	TTDS00191	142	TTD	binder	DAP001410	NICOTINAMIDE	NIACINAMIDE	CHEMBL1140	
ANXA2P3	305	305	GuideToPharmacologyInteractions	agonist	1527	"[LEU31,PRO34]PYY (HUMAN)"			
MRGPRX1	156	259249	GuideToPharmacologyInteractions	agonist	5535	CHLOROQUINE	CHLOROQUINE	CHEMBL76	
SEM1	DSS1	7979	ChemblInteractions	inhibitor	CHEMBL3545432	IXAZOMIB CITRATE	IXAZOMIB CITRATE	CHEMBL3545432	
KCNH8	575	131096	GuideToPharmacologyInteractions	channel blocker	2344	BA2+	CHEMBL116590	CHEMBL116590	
NPBWR1	303	2831	GuideToPharmacologyInteractions	agonist	1497	[125I]NPW-23 (HUMAN)			
SLC47A1	1216	55244	GuideToPharmacologyInteractions	inhibitor	4800	PYRIMETHAMINE	PYRIMETHAMINE	CHEMBL36	
PSMD8	PSMD8	5714	MyCancerGenome	inhibitor	BORTEZOMIB	BORTEZOMIB	BORTEZOMIB	CHEMBL325041	
P2RY1	323	5028	GuideToPharmacologyInteractions	agonist	3338	MRS2365			
NDUFA13	GRIM19	51079	ChemblInteractions	inhibitor	CHEMBL3545135	NV-128	NV-128	CHEMBL3545135	
TPP2	2423	7174	GuideToPharmacologyInteractions	inhibitor	8582	PEPTIDE 4 [PMID: 18294843]	CHEMBL1207374	CHEMBL1207374	
SLC5A2	916	6524	GuideToPharmacologyInteractions	inhibitor	8312	SOTAGLIFLOZIN	SOTAGLIFLOZIN	CHEMBL3039507	
KCNA5	KCNA5	3741	ChemblInteractions	blocker	CHEMBL1200728	GUANIDINE HYDROCHLORIDE	GUANIDINE HYDROCHLORIDE	CHEMBL1200728	
CATSPER2	389	117155	GuideToPharmacologyInteractions	channel blocker	2522	MIBEFRADIL	MIBEFRADIL	CHEMBL45816	
LYN	LYN	4067	TALC	inhibitor	NINTEDANIB	NINTEDANIB	NINTEDANIB	CHEMBL502835	
RPS6KA6	1530	27330	GuideToPharmacologyInteractions	inhibitor	8139	COMPOUND 25B [PMID: 22564207]			
TRPC3	488	7222	GuideToPharmacologyInteractions	channel blocker	2434	LA3+			
GRM3	291	2913	GuideToPharmacologyInteractions	agonist	1368	L-CCG-I			
ALDH2	ALDM	217	ChemblInteractions	inhibitor	CHEMBL964	DISULFIRAM	DISULFIRAM	CHEMBL964	
HTT	HTT	3064	ChemblInteractions	inhibitor	CHEMBL2105732	LEVOMILNACIPRAN HYDROCHLORIDE	LEVOMILNACIPRAN HYDROCHLORIDE	CHEMBL2105732	
CDK15	ALS2CR7	65061	ChemblInteractions	inhibitor	CHEMBL3544942	Roniciclib	Roniciclib	CHEMBL3544942	
GALR1	243	2587	GuideToPharmacologyInteractions	antagonist	6128	SCH 202596	ANDROSTENEDIONE	CHEMBL274826	
CLIP2	2586	7461	GuideToPharmacologyInteractions	agonist	4875	BMP-10			
RXRB	NR2B2	6257	ChemblInteractions	modulator	CHEMBL146506	MOFAROTENE	MOFAROTENE	CHEMBL146506	
ALB	TTDS00336	213	TTD	binder	DAP001226	IODIPAMIDE	IODIPAMIDE	CHEMBL1165268	
GABRA4	407	2557	GuideToPharmacologyInteractions	agonist	4090	[3H]MUSCIMOL	MUSCIMOL	CHEMBL273481	
TRPC6	491	7225	GuideToPharmacologyInteractions	channel blocker	2443	ACAA			
SLCO1C1	1222	53919	GuideToPharmacologyInteractions	inhibitor	4547	TAUROCHOLIC ACID	TAUROCHOLIC ACID	CHEMBL443728	
IDE	2371	3416	GuideToPharmacologyInteractions	inhibitor	8596	NTE-1			
BCL2	BCL-2	596	TALC	inhibitor	OBATOCLAX	OBATOCLAX	OBATOCLAX	CHEMBL408194	
ADAM10	1658	102	GuideToPharmacologyInteractions	inhibitor	7409	ILOMASTAT	ILOMASTAT	CHEMBL19611	
CD274	CD274	29126	MyCancerGenome	antibody	ATEZOLIZUMAB	ATEZOLIZUMAB	ATEZOLIZUMAB	CHEMBL3707227	
TUBB4B	TUBB2C	10383	ChemblInteractions	inhibitor	CHEMBL538943	VINORELBIN DITARTRATE	VINORELBIN DITARTRATE	CHEMBL538943	
RXRB	611	6257	GuideToPharmacologyInteractions	antagonist	2814	LG100754			
CXCR3	70	2833	GuideToPharmacologyInteractions	antagonist	841	DURAMYCIN			
BUB1	1949	699	GuideToPharmacologyInteractions	inhibitor	8109	COMPOUND 2-1-1 [PMID: 24900824]			
GABRR2	421	2570	GuideToPharmacologyInteractions	agonist	4067	(±)-CIS-2-CAMP			
PCSK1	2382	5122	GuideToPharmacologyInteractions	inhibitor	6564	PHENYLACETYL-ARG-VAL-ARG-4-AMIDINOBENZYLAMIDE	CHEMBL566340	CHEMBL566340	
EGFR	ERBB	1956	ChemblInteractions	antagonist	CHEMBL2109393	RG-7160	RG-7160	CHEMBL2109393	
TRPM4	496	54795	GuideToPharmacologyInteractions	activator	2387	PIP2	CHEMBL99951	CHEMBL99951	
CYP24A1	1365	1591	GuideToPharmacologyInteractions	inhibitor	8852	COMPOUND 4D [PMID: 20655626]			
ATAD2	2719	29028	GuideToPharmacologyInteractions	inhibitor	8640	COMPOUND 57 [PMID: 26155854]			
PDCD1	PD1	5133	ChemblInteractions	inhibitor	CHEMBL2108738	NIVOLUMAB	NIVOLUMAB	CHEMBL2108738	
GABRA1	GABRA1	2554	ChemblInteractions	partial agonist	CHEMBL2103791	ADIPIPLON	ADIPIPLON	CHEMBL2103791	
CACNA2D4	CACNA2D4	93589	ChemblInteractions	blocker	CHEMBL1200382	BEPRIDIL HYDROCHLORIDE	BEPRIDIL HYDROCHLORIDE	CHEMBL1200382	
ITGB1	FNRB	3688	ChemblInteractions	inhibitor	CHEMBL2109621	DI17E6	DI17E6	CHEMBL2109621	
PTPN1	TTDR01437	5770	TTD	antisense	DPR000180	ISIS-PTP1B			
ADRA2C	ADRA2L2	152	ChemblInteractions	antagonist	CHEMBL3559672	RAUWOLFIA SERPENTINA	RAUWOLFIA SERPENTINA (CHEMBL3559672)	CHEMBL3559672	
TLR5	1755	7100	GuideToPharmacologyInteractions	agonist	4931	FLAGELLIN			
LTB4R2	268	56413	GuideToPharmacologyInteractions	agonist	2487	LTB4			
GLRB	TTDC00039	2743	TTD	antagonist	DCL000379	GW468816	GW468816	CHEMBL1207366	
TNNC1	TTDS00409	7134	TTD	stimulator	DAP000798	DIHYDROXYALUMINIUM	ALUMINIUM GLYCINATE	CHEMBL3707233	
NOD1	1762	10392	GuideToPharmacologyInteractions	agonist	5021	MESO-DAP	CHEMBL415306	CHEMBL415306	
CECR2	2733	27443	GuideToPharmacologyInteractions	inhibitor	8824	COMPOUND 50 [PMID: 24313754]			
