gene	lung_mean_CRISPR
KRTCAP3	0.005485085
SPRED2	0.221970232
TIGD1	-0.456076842
ALG1L	-0.789306414
C3orf67	0.212617462
KCTD6	0.030602813
LIPH	0.051312264
ARL13B	-0.130893351
DHFR2	
EML1	0.105256295
HTR3D	-0.091760302
RPL22L1	-0.369551185
SLC51A	-0.02601699
MUC20	-0.17381055
GABRR3	
EMD	
MARK2	-0.275967703
DHRS7C	0.072419902
TVP23C	-0.533120902
CENPV	-0.099918506
FLCN	-0.136387333
PLD6	-0.017520103
ARHGAP27	-0.059943372
ZNF385C	
EMP1	0.079076877
SLC16A13	-0.141127348
CENPX	
LRRC45	-0.221519284
SLC39A11	-0.037180994
AMZ2P1	
UNC13D	-0.091652908
RDM1	-0.330960661
EMP2	-0.166639945
SPNS3	-0.115347869
EMP3	-0.057005712
RAB12	0.078261434
ADGRE1	
ZBTB7C	0.063586612
ZNF584	0.018214428
ZSCAN4	0.199896531
HACD2	
STT3B	-0.402685485
EMX1	-0.110872637
DNAH12	0.115510269
PDE12	-0.475775264
DENND6A	0.147673596
TIGIT	-0.136578878
CTTN	-0.185044605
SLC10A4	-0.007775258
TIGD4	-0.084707227
TMEM154	-0.08088999
EMX2	0.093707901
LINC00504	
SMIM14	0.093161862
EN1	0.001827034
TMEM192	0.063335137
RWDD4	0.080639882
PRIMPOL	0.046092265
CRYBG1	
EN2	0.002443976
TAPT1	-0.418115921
DNAJC18	0.104860018
ENDOG	-0.146780046
RANBP3L	0.202574316
ENG	-0.020328427
LINC01554	
ENO1	-0.766630862
GAPT	-0.160627549
CMYA5	0.029844511
STK32A	0.082933972
OSTCP1	
TCTE1	-0.184695634
KHDRBS2	0.053530396
ENO2	-0.011792145
TRIM39-RPP21	
ENO3	-0.181613054
ENPEP	-0.134860788
ENSA	-0.461103154
AK1	-0.251618834
SLC29A1	-0.039491711
ADCK5	0.029001577
TSNARE1	-0.070929836
TUBB	-1.533113467
R3HCC1	0.209609323
PRSS55	-0.005123265
HTRA4	-0.012948832
ADAM32	0.105925117
LGI3	0.100020479
C9orf72	0.099978857
CCDC171	-0.044414853
NAIF1	-0.167782822
ANKS6	-0.420104413
EP300	-0.277854348
SUSD3	0.094059954
EPAS1	0.036174232
CT83	
SLC25A43	
RTL3	
NRK	
EPB41	-0.03908815
INTS6L	
ZNF449	
VMA21	
TMEM31	
EPB41L1	-0.032162111
EPB41L2	-0.07918735
EPB42	-0.254649039
ANO5	-0.027695648
DMTN	0.052892049
AK2	0.026148917
STOM	0.096513625
EPHA1	-0.124206582
EPHA3	-0.219215558
CERS3	0.092195972
EPHA4	0.080688505
EPHA5	-0.272509464
PDILT	0.042863085
EPHA7	-0.051162347
EPHA8	0.002338578
EPHB1	-0.026767758
EPHB2	0.023559153
NLRP11	0.076055662
HIPK1	-0.251261925
EPHB3	-0.050212284
SLC44A5	0.281917082
AK4	-0.313411988
EPHB4	0.132508464
EPHB6	-0.010015708
AMER3	-0.082981588
EPHX1	-0.012501532
EPHX2	0.051479102
C2orf69	-0.26112504
STX2	-0.096038614
C3orf58	0.213281464
CLN8	0.159556704
SENP5	0.066188199
EPO	0.101263688
EPOR	-0.120162022
USF3	
EPRS	-1.190026669
TRIML2	0.069015457
EPS8	0.152272408
EPS15	-0.111540818
NR2F6	-0.108667679
LVRN	
SLC36A1	0.019762016
ERBB2	-0.310948708
C6orf163	-0.047852493
PIP5K1P1	
ERBB3	-0.159591392
ERBB4	0.010358463
ERCC1	-0.247712818
ERCC2	-1.023511835
EREG	0.060863626
AKT1	0.006200273
EYA4	0.169821422
DHRSX	
ERCC3	-0.624636555
ERCC4	-0.382104157
ERCC5	-0.052611937
ERCC6	-0.040553024
ERF	0.028527869
ERG	0.041019614
ERH	-1.349369404
AKT2	-0.198035216
ERN1	0.07323475
ERV3-1	-0.160240626
FBL	-1.44905749
ESD	0.069539455
ESR1	-0.130221666
ABCA3	-0.037942653
ALAD	-0.177418178
ESR2	0.036879208
ESRRA	-0.368080873
ESRRB	-0.087379273
ESRRG	-0.070560941
ETF1	-1.745655227
ETFA	0.016819234
ETFB	-0.091174656
ALAS1	-0.164073357
ETFDH	0.148981346
ETS1	0.247900436
ETS2	0.131652641
ETV1	0.218750244
ETV2	-0.026156548
ETV3	-0.224635709
ETV4	-0.072365602
ETV5	-0.061422234
ALAS2	
ETV6	0.107626122
EVC	0.074539149
MECOM	0.115033707
EVI2A	-0.125583795
EVI2B	0.090832769
EVPL	0.066833802
EVX1	0.03442746
ALB	0.077317996
EWSR1	-1.034735754
EXT1	-0.273795895
EXT2	-0.323097223
EXTL2	-0.295673803
EXTL3	-0.085746411
EYA1	0.180034033
EYA2	0.069410974
ALCAM	-0.043182293
EYA3	-0.195707951
EZH1	-0.161052642
EZH2	0.07728895
F2	-0.22087034
F2R	-0.1762383
ABCD1	
F2RL1	0.015174639
F2RL2	0.059720623
F3	-0.16049995
F5	0.055968172
F7	-0.074510016
F8	
F9	
F10	0.2120712
ALDH1A1	-0.011504705
F11	-0.045161445
F12	-0.060435585
F13A1	0.131142998
F13B	0.030181575
FAAH	-0.115145279
FABP4	0.022083047
FABP1	-0.076619835
FABP2	0.113673863
ALDH2	-0.070023597
FABP3	0.013925694
FABP5	-0.389292622
FABP6	0.171749449
FABP7	-0.096200195
FANCA	-0.258617056
FANCC	-0.275855356
FANCD2	-0.258841809
FANCE	-0.160379638
ALDH3A1	-0.145535768
ACSL1	-0.041907604
ACSL3	-0.487036146
ACSL4	
FAH	-0.021382069
PTK2B	0.095705079
BPTF	-0.444038057
FANCB	
FANCF	-0.412483006
FANCG	-0.156245995
ALDH1B1	-0.097178592
FAP	0.040354701
FBLN1	-0.035141769
ATAD3C	0.101097618
FARSA	-0.835944669
USP12	0.022995231
PLAC9	-0.165280241
FASN	-0.279195513
MTIF3	-0.031961177
GSX1	0.045472135
OR4C11	-0.074255556
OR7E5P	
OR5T2	-0.019760908
OR5R1	0.159429711
FAT1	0.097646628
LRRC55	-0.139301595
YPEL4	-0.219870284
MED19	-0.567089226
ZNF804B	0.020877348
FOLH1B	
FAT2	0.082847056
ZCCHC24	0.185159644
ENKUR	0.128496626
ARMC3	0.080285068
UNC5B	-0.220817153
FAU	-1.776143236
STOX1	0.124750192
ZNF25	-0.067629679
GJD4	-0.290761048
CCNY	0.160640431
RTKN2	-0.111385777
TBATA	-0.055322773
C11orf45	0.13578596
HYLS1	-0.00318881
SLC37A2	-0.058539603
OR8G5	0.0297643
OR10S1	0.150806931
TBCEL	0.014667181
FBLN2	0.045371294
MRPL21	-1.237416096
TPCN2	0.037709596
OR9Q2	0.023193719
OR1S2	0.099209828
OR1S1	0.080735892
GLYATL2	0.360852936
OR5A1	-0.211921111
OR4D11	0.072177508
PATL1	0.000433839
ABCB7	
ALDH1A3	0.148176881
FBN1	-0.098745478
VWCE	-0.073682831
CYB561A3	0.002918155
PPP1R32	-0.104876144
GDPD4	0.050895864
DDIAS	0.158582865
CCDC83	-0.108539898
ORAOV1	-1.490724731
LRTOMT	0.093733458
ERICH6B	0.172768685
SPERT	0.013897674
FBN2	0.182937575
DLEU7	0.120119446
TPTE2P3	
SKA1	-0.701526167
CFAP53	
DOK6	0.131158219
EFEMP1	-0.004800352
ATOH7	-0.157997671
HEPACAM	0.019545647
FBP1	-0.237367863
OAF	-0.029591906
FAM181B	0.21761435
FCAR	0.089209264
CTAGE10P	
RNF152	-0.155561034
FCER1A	0.024318412
USP32P2	
MS4A2	-0.074150584
FCER1G	-0.026077227
LOC220729	
FCER2	0.019860189
FABP5P3	
FCGR1A	
ZNF438	0.163407223
SLC16A9	-0.003810835
FAM13C	-0.002280238
8-Mar	-0.106426473
C10orf25	-0.034744516
HNRNPA3	-0.096642521
ZNF485	0.030369019
ALDH3B1	
FCGR1B	-0.430721474
RASGEF1A	-0.092405329
REEP3	0.173131465
JMJD1C	-0.064804648
C10orf111	0.209587215
SLC39A12	0.136463277
NSUN6	0.021975811
ARL5B	0.126555465
LRRN4CL	-0.06230223
HNRNPUL2	-0.409926272
ALKBH3	-0.051818313
EEF1AKMT1	
SKA3	-0.933360055
MICU2	0.029385798
SPATA13	-0.253789909
CPNE2	-0.122255
ADGRG5	
FCGR2A	-0.073443121
CES5A	-0.025193991
LINC00305	
AK9	0.040189624
NT5DC1	0.059377161
FCGR2B	-0.058192522
FAM26D	0.150620843
ZUFSP	-0.045357554
TBC1D32	0.005487408
BEND6	-0.006231434
GSTA5	-0.015369595
OPN5	-0.03929774
ADGRF4	
ADGRF5	
FCGR3A	0.054512228
TDRD6	0.029953396
SPATS1	-0.227776051
C6orf223	0.243490098
RSPH9	-0.169978236
OARD1	-0.08706867
KIF6	-0.239870367
TMEM217	-0.01744135
FGD2	-0.087461675
PI16	-0.054572466
C6orf89	-0.073292276
LEMD2	-0.352955542
FCGR3B	0.29494743
ZBTB9	-0.127836642
ZBTB12	-0.334883463
C6orf136	-0.213889536
HIST1H2AA	-0.041310384
KDM1B	-0.090456507
RBM24	0.128998406
RNF182	0.155345815
PHACTR1	
FCGRT	0.081778552
SYCP2L	0.077428497
LINC00518	
PXDC1	0.046371708
ZSCAN25	-0.248700709
FAM200A	-0.038962336
FKTN	0.000801479
PRPS1L1	-0.06275973
TWISTNB	-1.010867766
SP8	-0.106599722
JAZF1	-1.005480156
FCN1	0.032333906
SDK1	0.070653625
FOXK1	-0.183558048
MMD2	-0.006589752
DAGLB	-0.168082791
ALDH3B2	-0.148846793
FCN2	-0.210474666
VSTM2A	0.097510164
TMED4	0.026139595
MTURN	-0.198687912
SRRM3	
RSBN1L	0.018736661
FDFT1	-0.107837187
KIAA1324L	-0.016900799
LRWD1	-0.371613897
FAM185A	-0.140417663
FBXL13	-0.111666974
NAPEPLD	0.116908573
ATXN7L1	0.063277917
CDHR3	-0.017357312
FDPS	-0.738338106
LNX2	0.121339622
ADGRG3	
HS3ST5	0.094627182
GPRC6A	-0.048928842
RFX6	-0.033114343
SLC35F1	0.008099474
FAM83B	0.227840647
ADGRF2	
TSPO2	-0.03623772
UNC5CL	-0.097838524
KCTD20	0.042408343
PXT1	0.089033788
SCUBE3	-0.080702739
NKAPL	-0.097793501
FAM217A	0.05658163
TMEM130	-0.065226626
FERD3L	0.051943521
NYAP1	0.06822227
SLC29A4	-0.278774457
ALDH9A1	0.203510012
FDX1	-0.42953087
ZNRF2	-0.077440448
SEMA3D	0.098417816
FDXR	-0.846437418
FECH	-0.471725552
FEN1	-1.081476481
GPC4	
FER	-0.026889094
FES	0.01465616
FGA	0.082800599
FGB	0.160047042
FGD1	
FGF1	0.104848671
FGF2	0.117707068
FGF3	0.067437622
FGF4	0.101872849
ABCD2	0.027634667
FGF5	-0.036710081
FGF6	-0.184249533
FGF7	0.091925312
FGF8	0.065752437
FGF9	0.017745714
FGF10	-0.039352566
FGF11	-0.079514502
MAPK15	-0.2285244
FGF12	0.091237805
FGF13	
FGF14	-0.052473954
ALDOA	-1.39677121
FGFR1	-0.114997429
FGFR3	0.034844401
GPC5	0.049580514
FGFR2	-0.022640309
FGFR4	-0.012512427
FGG	-0.27467314
FGL1	-0.004328376
FGR	-0.030510908
FH	-0.33032402
FHIT	0.078836903
FHL1	
FHL2	0.018688263
FHL3	0.053735582
VEGFD	
CASC3	-0.384177601
NID2	0.064299867
COG2	-0.785098558
TFEC	0.223080208
LAMB4	-0.060048936
FKBP1A	-0.192167258
RRAS2	-0.057579364
ITGA11	-0.182183349
CLCA4	-3.61E-05
XRN2	-1.282685616
IKZF3	-0.19501145
IKZF2	0.128308982
MRAS	-0.024216042
FKBP1B	0.144595488
COPZ1	-1.061272647
FKBP1AP1	
COPG1	-1.37239968
RASA3	-0.045703832
PHLDA1	-0.022134185
MTF2	-0.090984978
HSPA4L	0.015935548
DNAJC8	-0.867480976
PUF60	-1.621032774
SCAF8	-0.179023318
NLGN4Y	
ZNF652	-0.07048976
ZFP30	0.06773756
RHOBTB3	0.136051859
COBLL1	-0.001570907
RNF44	-0.102615035
DLGAP4	0.110259754
RAB11FIP2	0.020451357
PPM1E	-0.108964016
FRMPD1	-0.113504015
DOLK	-0.649732724
VASH1	-0.103914401
ZNF507	0.16806356
AAK1	-0.30321096
CPEB3	0.147825491
ADNP2	0.083210103
ANKRD26	0.239368829
LMTK2	-0.162624816
NTNG1	0.024108089
ICK	-0.131813379
ADGRL1	
FKBP2	-0.006212276
NLRP1	-0.02422468
FNDC3A	-0.015883849
ATG14	-0.10133981
R3HDM2	-0.133131963
SLITRK3	0.018343789
CNKSR2	
FASTKD2	0.139399597
ZNF510	-0.00819452
FKBP3	0.007566978
PPP6R1	0.01538192
NLGN1	0.014529906
SEC31A	0.032998493
DZIP1	0.167184578
PLEKHA6	0.053313874
ENPP4	0.074728787
INPP5F	0.102662269
MLXIP	
TRAPPC8	-1.120089343
MON1B	0.022216602
FKBP4	-0.168384308
MORC2	-0.187749898
ANKRD6	-0.035201589
ZHX2	0.032446705
CLSTN1	-0.087899054
WDR37	0.135152664
ABLIM3	0.044541861
FOXJ3	-0.044761666
UBOX5	-0.038573449
KIAA0907	-0.336560914
FKBP5	0.047484727
ZBTB1	-0.058464724
ZNF365	-0.003527871
BAHD1	-0.109420269
DIS3	-0.944892851
RPH3A	-0.159311563
CEP164	0.166962799
DENND3	0.014760384
ARHGEF15	0.038075335
ALDOB	-0.026025049
FOXG1	0.043571901
CARD8	-0.169696334
ARSG	0.360895465
RUFY3	0.002874154
BTBD3	-0.062127424
EPN2	0.000188451
TRAK1	-0.221389456
DHX30	-0.301593461
SACM1L	-1.099197056
FAN1	0.001119825
WDR47	-0.116275811
RALY	-0.138567903
KLRK1	0.069692138
MMRN1	0.138756572
NCBP2	-1.74069678
ZP1	-0.034244749
CD93	0.013400633
MAPRE1	-0.399661382
KIFAP3	-0.143177647
MSRB2	-0.034829362
PLA2R1	0.015360055
ATF6	-0.070767364
SEPHS2	-0.956935578
SEPHS1	-0.379866803
RAB3GAP1	-0.042449699
RAB18	-0.4767465
POMZP3	0.020713044
SIRT2	-0.14277618
RPIA	-0.592101684
ELL2	0.056027631
SCAP	-1.157777693
SNW1	-1.349956328
FOXF1	0.022110507
SHANK2	
DKK1	-0.191926126
KIN	-1.134262937
CCT5	-0.964105524
PTGR1	-0.120202717
FOXF2	0.077369662
SLC4A1AP	-0.283366513
P2RX2	-0.205076129
TRIM32	-0.011252574
SCMH1	-0.150922927
FOXC1	-0.055007028
FOXD1	
TPX2	-1.217819346
PAXIP1	-0.221876014
AKR7A3	-0.391810241
NT5C2	-0.042209638
FOXD4	-1.271356723
NINL	0.17013039
MAST1	-0.205285687
PDCD11	-1.370082036
ACIN1	-0.785625438
SORCS3	0.031227699
SV2C	-0.110373846
FOXI1	0.116314965
PCNX1	
KDM2A	-0.700475703
HMGXB3	-0.118616674
CEP131	-0.90731199
IGSF9B	0.03206293
LIMCH1	0.09555294
RIMS1	0.044762984
ABCF1	-0.948688674
ALDOC	-0.241243861
FOXL1	-0.025727363
WDFY3	-0.083997066
DAAM1	0.136846715
MAPKBP1	-0.03446594
PLCH1	0.129712441
FOXE3	0.064032219
RAB21	-0.181737167
STK38L	-0.05515378
SPEN	0.191400055
FBXO21	-0.249769569
EXOSC7	-0.912388494
FAIM2	-0.0704972
CNOT1	-0.831928899
FOXJ1	0.040319815
SNRNP200	-1.934700433
PALLD	0.155386523
PDZRN3	0.041611409
MYO16	0.127944664
KDM1A	-0.262337065
RBM34	-0.31430739
FOXC2	-0.344086425
KDM4B	0.030370912
MAST3	-0.387172888
USP33	-0.255541175
SAMD4A	-0.363468665
PHLPP2	0.008609389
PDZD2	0.077057877
WDTC1	-0.434223667
XPO7	-0.041915213
FOXE1	-0.101924682
MYT1L	-0.211577224
MON2	-0.203827933
TNIK	0.018175973
KIF21B	-0.265661357
PDS5B	-0.122837346
FNBP1	-0.159232319
SMG1	-1.266470541
FOXM1	-0.443671984
ZHX3	0.052108514
ZSWIM8	-0.254024297
NCOA6	-0.137441844
NMNAT2	-0.071643243
FOXD2	-0.146776576
ZNF609	-0.128716401
TBC1D9B	-0.030100332
GGA2	0.048523599
SETX	-0.334340603
EMC1	-0.844040567
CAND2	-0.069742815
SETD1B	-0.348304321
FOXS1	-0.156706492
CMTR1	-1.036361135
ERP44	-0.302623714
HECW1	0.061188852
UHRF1BP1L	0.139427702
SWAP70	0.090870688
RRP1B	-0.034071056
MYCBP2	
VWA8	-0.222169314
FOXO1	-0.20071714
AVL9	0.025756251
KDM4C	-0.039631073
PPRC1	-0.71164728
ERC1	-0.07739092
EXPH5	0.118354504
TRIM35	0.13922955
FOXO3	-0.085256848
ZNF423	0.154840551
ZC3H13	-0.426907929
ARHGAP26	0.158597475
TTLL5	-0.169515554
SIPA1L3	-0.091863174
KIF1B	-0.191782894
IQSEC2	
CDK19	-0.014311186
SARM1	
ZBTB43	-0.051353315
AKR1B1	0.332113531
FOXO3B	
MCF2L2	-0.120687073
TBC1D2B	0.00305637
FSTL4	-0.060334577
MRPS27	-0.654088619
RAP1GAP2	0.208332993
SPART	
TNRC6B	-0.184441266
CUL9	-0.191607526
NFASC	-0.016502835
TOGARAM1	
TAB2	-0.061647858
HIC2	-0.087933457
FLG	0.132652829
ATP10B	-0.001789243
CLASP2	
CAMTA2	-0.070887802
POGZ	-0.569720625
COLGALT2	0.058777398
PLXND1	0.009630586
FLI1	-0.012561409
ATG2A	-0.305595057
RAD54L2	-0.27292916
PHF8	
KDM6B	-0.089192258
EPB41L3	0.020127509
SMC5	-0.657790667
N4BP3	0.189358576
MAST2	-0.2522679
FLII	-0.521789982
ZZEF1	-0.159314666
ANKLE2	-1.844573795
DCUN1D4	-0.010416109
ZC3H3	-0.363489903
NACAD	0.064715202
FCHO1	-0.22142018
MLANA	0.114050234
FRMD4B	-0.045561174
GRAMD4	0.143535088
CIC	-0.160427126
NCDN	-0.197175197
6-Sep	
TBC1D9	-0.022043508
WDR43	-1.729456319
SNX13	0.132020535
MAPK8IP3	-0.011709386
GGA3	-0.084254465
MPRIP	-0.153545857
NUP205	-1.19134316
STAB1	-0.09392228
EFR3A	-0.238879338
RTF1	-0.716543429
SLC35D1	-0.280504968
FLNB	-0.15309774
GPD1L	0.018006512
ABRAXAS2	
METAP1	-0.638512578
ZCCHC14	0.037600062
LPIN1	0.25223039
CEP68	-0.506882396
PASK	-0.050827386
RGL1	0.079674075
FLNC	0.049650794
RFTN1	0.151092071
DIP2A	0.036922266
MESD	
LARP4B	-0.082999564
RCOR1	-0.588421278
PHLDB1	-0.019279159
KANK1	0.102485226
FLOT2	-0.078056074
UBXN4	-0.021136836
CYFIP1	-0.443633445
ATG4B	-0.269116931
GANAB	-0.297574657
FBXL7	-0.05856962
MDN1	-1.345232491
FAM120A	-0.125325503
FAF2	-0.691073902
PSME4	-0.042242238
GSE1	-0.014377454
ATP11B	0.059564979
PMPCA	-1.411981025
ARL6IP1	0.016440119
ACSBG1	0.064509731
SYT11	-0.219860114
MLC1	-0.051150378
FLT1	-0.033450348
JMJD6	-0.582848444
RRS1	-1.191946446
SULF1	0.032769267
PRRC2C	-0.224284943
TBC1D1	0.031959219
NBEAL2	0.09187618
FLT3	-0.28486887
RHOBTB2	-0.092289539
RRP12	-1.360828991
SYNE2	0.031743087
NUP210	-0.005166045
PLCL2	0.027241135
ARHGEF9	
FLT3LG	-0.217939318
VPS13A	-0.104907077
TBC1D12	0.15558475
DNAJC9	-1.145121215
SIK2	0.065057434
PLCB1	0.153746184
ARC	0.12780265
PHLPP1	-0.018174064
FLT4	0.052992863
TMEM131L	
PACS2	-0.259505359
COBL	0.106776113
ANKRD28	0.112732928
ASTN2	-0.001862759
BOP1	-1.02286817
KIAA0556	0.195267477
RPRD2	-0.264777328
ATP11A	0.019946881
KIAA1024	0.104064636
ANKRD12	0.013156713
KAZN	0.037373559
SCFD1	-1.139712027
DENND5A	-0.013775448
DDHD2	-0.007787719
FMO1	-0.412148921
CAMTA1	0.023491917
PPIP5K2	-0.297687
MCF2L	0.109391964
ZC3H7B	-0.192148117
EXOC7	-0.558882038
ADGRL2	
DNMBP	-0.09076836
MGA	-0.349837472
FMO2	0.115966957
TSPYL4	0.137001152
CLEC16A	-0.039629098
POFUT2	-0.127688064
KLHL18	0.080033635
CLUH	-0.377674781
NUP160	-0.940366057
FMO3	0.01392725
MTUS2	0.237705171
CSTF2T	-0.009564491
ADGRL3	
AGTPBP1	0.262864353
IQCE	-0.175835541
FMO4	-0.04891574
FBXW11	-0.315052474
SMG6	-1.060429948
ANKS1A	0.114001036
MGRN1	-0.084307284
BICD2	-0.21229641
FMO5	-0.010225588
ATMIN	-0.368471625
EHBP1	0.068295833
WSCD1	0.149439128
KIF13B	0.024279859
UBR2	-0.154768063
ACSL6	-0.075815038
NEMP1	
FKBP15	0.022221436
ICOSLG	0.057844253
SIN3B	-0.020827465
FMOD	0.045322691
NCAPD3	-1.207722713
DMXL2	-0.040929121
KIAA0930	0.017107535
SATB2	-0.130477848
SLC9A8	0.110539034
CUX2	-0.163401473
ZCCHC11	0.06906931
FMR1	
TRIM2	0.017253441
RPGRIP1L	0.240596342
MAN2B2	0.174186961
WASHC4	
USP22	-0.00964991
NEDD4L	0.11403335
SASH1	0.244297721
TBC1D30	-0.093589279
TTC28	-0.120599211
CLASP1	
WDR7	-1.123616118
SYNM	
JADE2	0.014751031
AFF2	
DNAJC16	-0.173090601
ESYT1	-0.141452557
SYNE1	-0.063577451
DOCK9	0.021720382
FN1	0.046305081
U2SURP	-1.033563305
KHNYN	-0.039212831
UBR4	-1.231475242
SUN1	0.141460122
VPS8	-0.169209262
ANGEL1	-0.070383886
FNBP4	-0.664012998
PSD3	0.159006174
ARHGEF12	0.085061468
KIAA0895	0.126932205
LARP1	-0.411263839
PPP1R13B	0.093723928
PUM2	-0.181832008
ARHGEF18	0.072792736
TNS2	
CRTC1	-0.181388062
UFL1	-0.550849952
RRP8	0.067338706
SRGAP2	
SMG5	-1.035099145
AHCYL2	-0.038128512
MAU2	-0.64183453
SPECC1L	-0.1336932
NCSTN	-0.051926686
NUDCD3	-0.597187642
SIK3	0.051080177
MED13L	-0.129230303
FNTA	-0.723254147
ZDHHC17	-0.096858455
ADNP	-0.417307563
PIP5K1C	0.024561796
NCAPH	-0.801340547
PPWD1	-1.690911778
CTDNEP1	-0.474335968
ATP13A2	-0.126908445
FRAT2	-0.192480671
EXOSC2	-1.106178355
DICER1	-0.693711242
COTL1	0.012445978
SIRT5	-0.016901269
SIRT4	-0.102619561
SIRT3	0.04294716
SIRT1	0.028006406
COMMD3	-0.147673425
NCS1	0.006315944
ZFPM2	0.164939207
KCNH4	-0.076232896
KCNH3	-0.254839774
MLYCD	0.128250074
CRB1	0.034627088
FNTB	-1.152128375
NOMO1	0.160136207
ITGB3BP	0.089139895
TMED3	-0.006076055
TDRD7	0.104215231
SLC7A8	-0.089332373
RYBP	
TPSD1	0.175414984
AP4E1	-0.098027711
GPR161	0.021770368
RHOQ	-0.704059767
TARDBP	-1.112865369
CELA3B	0.139247091
HARS2	-0.965436569
ATP1B4	
OTP	-0.154454392
SLC35A3	-0.212399078
SF3B3	-1.48231842
SF3B1	-1.307105301
ANGPTL2	0.074324493
ABCB10	-0.392397525
ABCB9	-0.127102174
FOLH1	-0.155471064
ABCA6	0.147187391
ABCA5	-0.113647996
HEY1	-0.11034181
ICMT	-0.350916215
GCAT	-0.006985009
CBX6	0.03325082
NPTXR	-0.054467793
CBX5	-0.227615008
PHF3	-0.070239084
TRAM1	0.154892439
CAPN7	0.137401258
ETHE1	-0.13199071
QPRT	0.04842793
BRD4	-1.100933077
SEC11A	0.032622025
ISCU	-1.409996084
FOLR1	0.187571111
SEC61G	-0.947662222
PES1	-1.022255427
TGDS	0.005633796
LEPROTL1	0.099971759
CES3	-0.057113046
CBX7	-0.144837579
HEY2	-0.058567047
TNFRSF13B	-0.088158672
HAAO	-0.266709721
MACF1	-0.098519172
FOLR2	-0.039629525
DAAM2	-0.04524706
ZFYVE26	-0.065182447
RIMBP2	0.059808444
LRRC8B	-0.169895235
TTC9	0.066679426
POFUT1	-0.150183465
KCTD2	-0.233391558
NUP188	-0.240498303
SUZ12	-0.220997765
SCRIB	-0.074578549
MORC3	0.034900195
SLC39A14	-0.115997145
SKIV2L2	-1.433679091
R3HDM1	0.042809302
ANP32D	-0.107296245
FOLR3	
ANP32C	
KAT6B	-0.055128376
CABIN1	-0.235137345
SRRM2	-0.668302784
ARHGAP45	
ACAP2	0.157763114
ZNF281	-0.1439263
CLCF1	0.108746273
FOS	-0.142056298
NNT	0.046663324
MMD	0.016672504
PRAME	0.066813956
PIK3R5	0.106205981
TNPO3	-1.263644577
ADAT1	-0.2618592
OR52A1	-0.009471627
SLC16A8	-0.065178822
FOSB	-0.270495842
SEC14L2	0.091664497
MAPK8IP2	
RBFOX2	-0.119799565
SEZ6L	0.220399458
ATP6V0A2	-0.146926538
SYNGR4	-0.015823261
LILRA4	-0.045399314
TTC33	-0.149204745
DNPEP	-0.012334515
FOSL2	-0.226275218
PSD4	-0.270765023
RASD2	-0.243353187
CDK20	0.037885673
TSPAN12	0.134365945
TSPAN15	0.058163546
PIGN	-0.061295487
SNAPIN	-0.216619592
WBP2	-0.075305631
WBP1	-0.552329481
FPGS	-0.516447316
GTPBP4	-1.275850691
CLDN14	0.100057203
CHST5	-0.074944214
DDAH2	0.040721089
LPAR3	0.05882356
ARL2BP	-0.075805652
PADI4	0.083388431
FPR1	0.062368638
DDAH1	0.217525616
FPR2	0.052901908
CDC42EP4	-0.12764549
CASP14	-0.009976392
CCNDBP1	0.070316754
SMUG1	-0.475056923
VSIG2	0.19787124
TMEM50A	-0.040801846
DDX58	-0.042611371
ELP5	-1.319320151
KLHDC2	0.124122347
CARHSP1	0.109271776
FPR3	-0.00089053
PDSS1	-0.243527718
LEMD3	-0.186519162
HEBP2	0.054411643
ORC6	-1.437382111
ORC3	-0.597236168
OPN3	0.016617671
ACOT9	
PATZ1	-0.173562954
AMACR	0.094407289
CLEC5A	0.195819191
CORO1C	-0.160480633
DAPK2	-0.158720887
CD2AP	0.141283771
MKRN1	-0.533640193
MKRN2	0.035639996
PHLDA3	-0.012969738
ZMYND8	-0.507468926
SH3BP1	-0.259064556
TSSK2	-0.011986882
ZIM2	0.086214772
NTSR2	-0.125742088
BACE1	-0.12853999
RUSC1	-0.285397446
CBLC	-0.142045888
FAM89B	-0.261440208
SPO11	0.113616483
PRND	0.151036801
BRD7P3	
KCNE5	
CA14	0.068634518
KPNA6	-0.455804986
SSBP2	-0.05414861
NUP62	-0.913721247
LRRC6	0.148501868
LDOC1	
LY96	-0.068615745
EDC4	-0.567356848
PPP1R15A	-0.245706888
PLD3	-0.046336711
ARFIP2	-0.060056034
SSBP3	-0.631373067
POLA2	-1.036273453
TRIM29	0.016342648
PLXNB2	0.209336697
SLC7A11	0.064879251
LSM5	-0.721779438
PLA2G15	-0.06731451
ZKSCAN5	-0.291041609
UBBP4	
TMEM2	0.040932201
TMEFF2	0.003904484
STX12	-0.189523328
SMPX	
SH3BP4	0.008644085
SGK3	0.111190681
RAB38	0.08565137
PRKD3	0.054428677
CADM1	-0.034556795
GSPT2	
GABARAPL1	-0.01094468
SHPK	-0.119867314
TMEM245	0.018553664
FRRS1L	-0.038155908
EID1	0.041694981
NPAP1	0.012696044
BHMT2	-0.205789131
AIPL1	-0.082432992
SDF2L1	-0.40968837
PPIL2	-0.797537721
PITPNB	0.040752489
OSBP2	-0.011398817
MAFF	-0.215730877
IL17RA	-0.054230006
GABARAPL3	
FLRT3	0.134999752
FLRT2	0.107542624
FLRT1	-0.158723558
FKBP8	-0.282507655
BRD1	-0.270154069
ARHGAP8	-0.076598732
APOL2	-0.007047914
ANKRD62P1-PARP4P3	
